Código,Nome,Nome (Inglês),Nome Científico,Grupo,Marca
C0124F,"Carne, frango, coxa e sobrecoxa, s/ pele, crua","Meat, chicken, thigh and leg, without skin, raw",Gallus gallus,Carnes e derivados,
C0125F,"Carne, frango, coxa e sobrecoxa, s/ pele, crua","Meat, chicken, thigh and leg, without skin, raw",Gallus gallus,Carnes e derivados,
C0936F,"Carne, frango, coxa, c/ pele, assada, c/ molho de alecrim (vinagre de maçã, alecrim, pimenta-do-reino, c/ azeite de oliva, c/ açúcar), c/ sal","Meat, chicken, leg, with skin, roasted, with rosemary sauce (apple vinegar, rosemary, red pepper, with olive oil, with sugar), with salt",,Carnes e derivados,
C0937F,"Carne, frango, coxa, c/ pele, assada, c/ molho de alecrim (vinagre de maçã, alecrim, pimenta-do-reino, c/ azeite de oliva, c/ açúcar), s/ sal","Meat, chicken, leg, with skin, roasted, with rosemary sauce (apple vinegar, rosemary, red pepper, with olive oil, with sugar), unsalted",,Carnes e derivados,
C0842F,"Carne, frango, coxa, c/ pele, assada, s/ óleo, c/ sal","Meat, chicken, leg, with skin, roasted, without oil, with salt",,Carnes e derivados,
C0108F,"Carne, frango, coxa, c/ pele, assada, s/ óleo, s/sal","Meat, chicken, leg, with skin, roasted, without oil, unsalted",Gallus gallus,Carnes e derivados,
C0121F,"Carne, frango, coxa, c/ pele, crua","Meat, chicken, leg, with skin, raw",Gallus gallus,Carnes e derivados,
C0122F,"Carne, frango, coxa, c/ pele, crua","Meat, chicken, leg, with skin, raw",Gallus gallus,Carnes e derivados,Seara
C0843F,"Carne, frango, coxa, s/ pele, cozida, s/ óleo, c/ sal","Meat, chicken, leg, no skin, cooked, without oil, with salt",,Carnes e derivados,
C0109F,"Carne, frango, coxa, s/ pele, cozida, s/ óleo, s/ sal","Meat, chicken, leg, no skin, cooked, without oil, unsalted",Gallus gallus,Carnes e derivados,
C0123F,"Carne, frango, coxa, s/ pele, crua","Meat, chicken, leg, no skin, raw",Gallus gallus,Carnes e derivados,
C0118F,"Carne, frango, crua (média de diferentes cortes)","Meat, chicken, raw (average of several cuts)",Gallus gallus,Carnes e derivados,
C0475F,"Carne, frango, empanado, tipo nuggets, congelado, assado (s/ óleo)","Meat, chicken, breaded, nuggets, frozen, roasted (without oil)",,Carnes e derivados,
C0473F,"Carne, frango, empanado, tipo nuggets, congelado, cru","Meat, chicken, breaded, nuggets, frozen, raw",,Carnes e derivados,
C0474F,"Carne, frango, empanado, tipo nuggets, congelado, frito (c/ óleo de soja)","Meat, chicken, breaded, nuggets, frozen, fried (with soy oil)",,Carnes e derivados,
C0779F,"Carne, frango, fígado, cozida (líquido do cozimento excluído), s/ óleo, c/ sal","Meat, chicken, liver, cooked (cooking liquid excluded), without oil, with salt",,Carnes e derivados,
C0778F,"Carne, frango, fígado, cozida (líquido do cozimento excluído), s/ óleo, s/ sal","Meat, chicken, liver, cooked (cooking liquid excluded), without oil, unsalted",,Carnes e derivados,
C0128F,"Carne, frango, fígado, crua","Meat, chicken, liver, raw",Gallus gallus,Carnes e derivados,
C0117F,"Carne, frango, fígado, frita (c/ óleo de soja), s/ sal","Meat, chicken, liver, fried (with soy oil), unsalted",,Carnes e derivados,
C0781F,"Carne, frango, fígado, refogada (c/ óleo, cebola e alho), c/ sal","Meat, chicken, liver, braised (with oil, onion and garlic), with salt",,Carnes e derivados,
C0780F,"Carne, frango, fígado, refogada (c/ óleo, cebola e alho), s/ sal","Meat, chicken, liver, braised (with oil, onion and garlic), unsalted",,Carnes e derivados,
C0718F,"Carne, frango, inteiro, à milanesa (ovo e farinha de rosca), frita (c/ óleo de soja), c/ sal (média de amostras c/ e s/ pele)","Meat, chicken, whole, without skin, breaded (egg and breadcrumbs), fried (with soy oil), with salt (average of samples with and without skin)",Gallus gallus,Carnes e derivados,
C0717F,"Carne, frango, inteiro, à milanesa (ovo e farinha de rosca), frita (c/ óleo de soja), s/ sal (média de amostras c/ e s/ pele)","Meat, chicken, whole, without skin, breaded (egg and breadcrumbs), fried (with soy oil), unsalted (average of samples with and without skin)",Gallus gallus,Carnes e derivados,
C0129F,"Carne, frango, inteiro, c/ pele, crua","Meat, chicken, whole, with skin, raw",Gallus gallus,Carnes e derivados,
C0111F,"Carne, frango, inteiro, cozida/30 min, s/ óleo, s/ sal","Meat, chicken, whole, cooked/30 min, without oil, unsalted",Gallus gallus,Carnes e derivados,
C0552F,"Carne, frango, inteiro, ensopada, c/ pequi, pimentão, tomate, salsa, noz moscada, c/ óleo, cebola e alho, c/ pimenta-do-reino, c/ sal","Meat, chicken, stewed, with pequi, bell pepper, tomato, parsley, nutmeg, with oil, onion and garlic, with black pepper, with salt",,Carnes e derivados,
C0553F,"Carne, frango, inteiro, ensopada, c/ pequi, pimentão, tomate, salsa, noz moscada, c/ óleo, cebola e alho, c/ pimenta-do-reino, s/ sal","Meat, chicken, stewed, with pequi, bell pepper, tomato, parsley, nutmeg, with oil, onion and garlic, with black pepper, unsalted[",,Carnes e derivados,
C0546F,"Carne, frango, inteiro, ensopado, c/ batata, salsa, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ pimenta-do-reino, c/ sal","Meat, chicken, whole, stewed, with potato, parsley, with tomato sauce (tomato, with oil, onion and garlic), with black pepper, with salt",,Carnes e derivados,
C0547F,"Carne, frango, inteiro, ensopado, c/ batata, salsa, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ pimenta-do-reino, s/ sal","Meat, chicken, whole, stewed, with potato, parsley, with tomato sauce (tomato, with oil, onion and garlic), with black pepper, unsalted",,Carnes e derivados,
C0548F,"Carne, frango, inteiro, ensopado, c/ quiabo, salsa, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ pimenta-do-reino, c/ sal","Meat, chicken, whole, stewed, c/ okra, parsley, with tomato sauce (tomato, with oil, onion and garlic), with black pepper, with salt",,Carnes e derivados,
C0550F,"Carne, frango, inteiro, ensopado, c/ quiabo, salsa, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ pimenta-do-reino, s/ sal","Meat, chicken, whole, stewed, c/ okra, parsley, with tomato sauce (tomato, with oil, onion and garlic), with black pepper, unsalted",,Carnes e derivados,
C0544F,"Carne, frango, inteiro, ensopado, c/ tomate, pimentão, batata, salsa, c/ óleo, cebola e alho, c/pimenta-do-reino, c/ sal","Meat, chicken, whole, stewed, with tomato, bell pepper, potato, parsley, with oil, onion and garlic, with black pepper, with salt",,Carnes e derivados,
C0545F,"Carne, frango, inteiro, ensopado, c/ tomate, pimentão, batata, salsa, c/ óleo, cebola e alho, c/pimenta-do-reino, s/ sal","Meat, chicken, whole, stewed, with tomato, bell pepper, potato, parsley, with oil, onion and garlic, with black pepper, unsalted",,Carnes e derivados,
C0549F,"Carne, frango, inteiro, ensopado, c/ tomate, pimentão, quiabo, salsa, c/ óleo, cebola e alho, c/ pimenta-do-reino, c/ sal","Meat, chicken, whole, stewed, with tomato, bell pepper, okra, parsley, with oil, onion and garlic, with black pepper, with salt",,Carnes e derivados,
C0551F,"Carne, frango, inteiro, ensopado, c/ tomate, pimentão, quiabo, salsa, c/ óleo, cebola e alho, c/ pimenta-do-reino, s/ sal","Meat, chicken, whole, stewed, with tomato, bell pepper, okra, parsley, with oil, onion and garlic, with black pepper, unsalted",,Carnes e derivados,
C0542F,"Carne, frango, inteiro, ensopado, c/ tomate, pimentão, salsa, c/ óleo, cebola e alho, c/ pimenta-do-reino, c/ sal","Meat, chicken, whole, stewed, with tomato, bell pepper, parsley, with oil, onion and garlic, with black pepper, with salt",,Carnes e derivados,
C0543F,"Carne, frango, inteiro, ensopado, c/ tomate, pimentão, salsa, c/ óleo, cebola e alho, c/ pimenta-do-reino, s/ sal","Meat, chicken, whole, stewed, with tomato, bell pepper, parsley, with oil, onion and garlic, with black pepper, unsalted",,Carnes e derivados,
C0540F,"Carne, frango, inteiro, ensopado, salsa, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ pimenta-do-reino, c/ sal","Meat, chicken, whole, stewed, parsley, with tomato sauce (tomato, with oil, onion and garlic), with black pepper, with salt",,Carnes e derivados,
C0541F,"Carne, frango, inteiro, ensopado, salsa, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ pimenta-do-reino, s/ sal","Meat, chicken, whole, stewed, parsley, with tomato sauce (tomato, with oil, onion and garlic), with black pepper, unsalted",,Carnes e derivados,
C0720F,"Carne, frango, inteiro, refogada (c/ óleo, cebola e alho), c/ sal (média de amostras c/ e s/ pele)","Meat, chicken, whole, without skin, braised (with oil, onion and garlic), with salt (average of samples with and without skin)",Gallus gallus,Carnes e derivados,
C0719F,"Carne, frango, inteiro, refogada (c/ óleo, cebola e alho), s/ sal (média de amostras c/ e s/ pele)","Meat, chicken, whole, without skin, braised (with oil, onion and garlic), unsalted (average of samples with and without skin)",Gallus gallus,Carnes e derivados,
C0110F,"Carne, frango, inteiro, s/ pele, assada, s/ óleo, s/ sal","Meat, chicken, whole, without skin, roasted, without oil, unsalted",Gallus gallus,Carnes e derivados,
C0130F,"Carne, frango, inteiro, s/ pele, crua","Meat, chicken, whole, without skin, raw",Gallus gallus,Carnes e derivados,
C0716F,"Carne, frango, inteiro, s/ pele, frita (c/ óleo de soja), c/ sal","Meat, chicken, whole, without skin, fried (with soy oil), with salt",Gallus gallus,Carnes e derivados,
C0715F,"Carne, frango, inteiro, s/ pele, frita (c/ óleo de soja), s/ sal","Meat, chicken, whole, without skin, fried (with soy oil), unsalted",Gallus gallus,Carnes e derivados,
C0714F,"Carne, frango, inteiro, s/ pele, grelhada/assada, s/ óleo, c/ sal","Meat, chicken, whole, without skin, grilled/roasted, without oil, with salt",Gallus gallus,Carnes e derivados,
C0840F,"Carne, frango, moela, cozida, s/ óleo, c/ sal","Meat, chicken, gizzard, cooked, without oil, with salt",,Carnes e derivados,
C0249F,"Carne, frango, moela, cozida, s/ óleo, s/ sal","Meat, chicken, gizzard, cooked, without oil, unsalted",Gallus gallus,Carnes e derivados,
C0131F,"Carne, frango, moela, crua","Meat, chicken, gizzard, raw",Gallus gallus,Carnes e derivados,
C0908F,"Carne, frango, pé, cozido, c/ óleo de soja, cebola e alho, c/ sal","Meat, chicken, foot, cooked, with oil, onion and garlic, with salt",Gallus gallus,Carnes e derivados,
C0909F,"Carne, frango, pé, cozido, s/ óleo, c/ sal","Meat, chicken, foot, cooked, without oil, with salt",Gallus gallus,Carnes e derivados,
C0907F,"Carne, frango, pé, cozido, s/ óleo, s/ sal","Meat, chicken, foot, cooked, without oil, unsalted",,Carnes e derivados,
C0229F,"Carne, frango, peito, à milanesa (farinha de trigo, ovo e farinha de rosca), cru, s/ sal","Meat, chicken, breast, breaded (wheat flour, egg and breadcrumbs), raw, unsalted",,Carnes e derivados,
C0511F,"Carne, frango, peito, c/ batata, c/ óleo, cebola e alho, c/ sal","Meat, breast chicken, with potato, with oil, onion and garlic, with salt",,Carnes e derivados,
C0231F,"Carne, frango, peito, c/ pele, assada, s/ óleo, c/ sal","Meat, chicken, breast, with skin, roasted, without oil, with salt",Gallus gallus,Carnes e derivados,
C0112F,"Carne, frango, peito, c/ pele, assada, s/ óleo, s/ sal","Meat, chicken, breast, with skin, roasted, without oil, unsalted",Gallus gallus,Carnes e derivados,
C0132F,"Carne, frango, peito, c/ pele, crua","Meat, chicken, breast, with skin, raw",Gallus gallus,Carnes e derivados,
C0510F,"Carne, frango, peito, c/ vegetais - brócolis e cenoura, c/ óleo, cebola e alho, c/ sal","Meat, breast chicken, with vegetables - broccoli and carrot, with oil, onion and garlic, with salt",,Carnes e derivados,
C0509F,"Carne, frango, peito, c/ vegetais - cenoura, chuchu, vagem, c/ óleo, cebola e alho, c/ sal","Meat, breast chicken, with vegetables - carrot, chayote, pod, with oil, onion and garlic, with salt",,Carnes e derivados,
C0886F,"Carne, frango, peito, cozida, c/ molho chimichurri (páprica, alho, cebolinha, salsa, vinagre, c/ azeite de oliva), c/ sal","Meet, chicken, breast, cooked, with sauce (paprika, garlic, chive, parsley, vinager, with olive soy), with salt",,Carnes e derivados,
C0884F,"Carne, frango, peito, cozida, c/ molho escuro (farinha de trigo, molho shoyu, salsa, c/ caldo de vegetais, c/ pimenta-do-reino, c/ manteiga, c/ cebola), c/ sal","Meet, chicken, breast, chicken, cooked, with dark soy sauce (wheat flour, shoyu sauce, parsley, with vegetables broth, with black pepper, with butter), with salt",,Carnes e derivados,
C0239F,"Carne, frango, peito, filé, à milanesa (farinha de trigo, ovo e farinha de rosca), frita em imersão (c/ óleo de soja), c/ sal","Meat, chicken, breast, fillet, breaded (wheat flour, egg and breadcrumbs), deep fry, with salt",Gallus gallus,Carnes e derivados,
C0238F,"Carne, frango, peito, filé, à milanesa (farinha de trigo, ovo e farinha de rosca), frita em imersão (c/óleo de soja), s/ sal","Meat, chicken, breast, fillet, breaded (wheat flour, egg and breadcrumbs), deep fry, without salt",Gallus gallus,Carnes e derivados,
C0134F,"Carne, frango, peito, filé, crua","Meat, chicken, breast, fillet, raw",Gallus gallus,Carnes e derivados,Seara
C0824F,"Carne, frango, peito, refogada (c/ óleo, cebola e alho), c/ batata, s/ sal","Meat, chicken, breast, braised (with oil, onion and garlic), with potato, unsalted",Gallus gallus,Carnes e derivados,
C0825F,"Carne, frango, peito, refogada (c/ óleo, cebola e alho), c/ legumes (cenoura e vagem), s/ sal","Meat, chicken, breast, braised (with oil, onion and garlic), with vegetables (carrot and pod), unsalted",Gallus gallus,Carnes e derivados,
C0113F,"Carne, frango, peito, s/ pele, assada, s/ óleo, s/ sal","Meat, chicken, breast, without skin, roasted, without oil, unsalted",Gallus gallus,Carnes e derivados,
C0243F,"Carne, frango, peito, s/ pele, cozida, c/ molho branco (leite, manteiga e farinha de trigo), c/ sal","Meat, chicken, breast, without skin, cooked, with white sauce (milk, butter and wheat flour), with salt",Gallus gallus,Carnes e derivados,
C0242F,"Carne, frango, peito, s/ pele, cozida, c/ molho branco (leite, manteiga e farinha de trigo), s/ sal","Meat, chicken, breast, without skin, cooked, with white sauce (milk, butter and wheat flour), unsalted",Gallus gallus,Carnes e derivados,
C0241F,"Carne, frango, peito, s/ pele, cozida, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal","Meat, chicken, breast, without skin, cooked, with tomato sauce (tomato, with oil, onion and garlic), with salt",Gallus gallus,Carnes e derivados,
C0240F,"Carne, frango, peito, s/ pele, cozida, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal","Meat, chicken, breast, without skin, cooked, with tomato sauce (tomato, with oil, onion and garlic), unsalted",Gallus gallus,Carnes e derivados,
C0233F,"Carne, frango, peito, s/ pele, cozida, drenada, c/ óleo de soja, c/ sal","Meat, chicken, breast, without skin, cooked, drained, with soy oil and salt",Gallus gallus,Carnes e derivados,
C0232F,"Carne, frango, peito, s/ pele, cozida, drenada, c/ óleo de soja, s/ sal","Meat, chicken, breast, without skin, cooked, drained, with oil, salted",Gallus gallus,Carnes e derivados,
C0195F,"Carne, frango, peito, s/ pele, cozida, drenada, s/ óleo, c/ sal","Meat, chicken, breast, without skin, cooked, drained, without oil, with salt",Gallus gallus,Carnes e derivados,
C0194F,"Carne, frango, peito, s/ pele, cozida, drenada, s/ óleo, s/ sal","Meat, chicken, breast, without skin, cooked, drained, without oil, unsalted",Gallus gallus,Carnes e derivados,
C0133F,"Carne, frango, peito, s/ pele, crua","Meat, chicken, breast, without skin, raw",Gallus gallus,Carnes e derivados,
C0237F,"Carne, frango, peito, s/ pele, frita (c/ óleo de soja), c/ sal","Meat, chicken, breast, without skin, fried (with soy oil), with salt",,Carnes e derivados,
C0236F,"Carne, frango, peito, s/ pele, frita, c/ óleo de soja, s/ sal","Meat, chicken, breast, without skin, fried, in soy oil, without salt",,Carnes e derivados,
C0230F,"Carne, frango, peito, s/ pele, grelhada, s/ gordura, s/ óleo, c/ sal","Meat, chicken, breast, without skin and fat, grilled, without oil, salted",Gallus gallus,Carnes e derivados,
C0114F,"Carne, frango, peito, s/ pele, grelhada, s/ óleo, s/ sal","Meat, chicken, breast, without skin, grilled, without oil, unsalted",Gallus gallus,Carnes e derivados,
C0996F,"Carne, frango, peito, s/ pele, grelhado, c/ óleo de soja, alho e pimenta do reino, c/ sal","Meat, chicken, breast, without skin, roasted, with soy oil, garlic, black pepper, with salt",,Carnes e derivados,
C0997F,"Carne, frango, peito, s/ pele, grelhado, c/ óleo de soja, alho e pimenta do reino, s/ sal","Meat, chicken, breast, without skin, roasted, with soy oil, garlic, black pepper, without salt",,Carnes e derivados,
C0235F,"Carne, frango, peito, s/ pele, refogado (c/ óleo, cebola e alho), c/ sal","Meat, chicken, breast, without skin, braised (with oil, onion and garlic), with salt",Gallus gallus,Carnes e derivados,
